product_id,product_name,category,subcategory,brand,price,cost,rating,launch_date,tags,is_discontinued
35,Cedar Kitchen 35,Home,kitchen,Atlas,59.5,49.34,3.9,2024-04-21,premium,0
36,Atlas Decor 36,Home,decor,Harbor,288.91,143.2,4.5,2025-06-22,seasonal,0
37,Nova Kitchen 37,Home,kitchen,Solis,103.1,86.09,4.6,2025-05-03,eco|wireless|vegan,1
38,Pine Kitchen 38,Home,kitchen,Cedar,267.09,192.93,4.0,2025-06-25,bestseller|limited,1
39,Nimbus Cleaning 39,Home,cleaning,Nimbus,215.95,157.29,4.2,2024-11-16,wireless|budget,0
40,Cedar Storage 40,Home,storage,Solis,308.57,214.21,4.2,2022-01-17,bestseller|budget|wireless,0
41,Pine Furniture 41,Home,furniture,Pine,305.54,208.05,4.8,2023-02-05,premium|new,0
42,Lumen Decor 42,Home,decor,Harbor,318.85,138.71,3.9,2025-05-13,budget|giftable,0
43,Vertex Storage 43,Home,storage,Aurora,293.52,198.16,3.6,2022-03-28,organic|portable|giftable,0
44,Lumen Cleaning 44,Home,cleaning,Lumen,124.42,85.58,3.5,2024-09-11,eco|limited,0
45,Nova Storage 45,Home,storage,Nimbus,355.3,272.99,,2022-08-24,portable|recyclable|budget|eco,0
46,Solis Decor 46,Home,decor,Nova,267.76,207.75,,2023-02-10,seasonal|new|limited,1
47,Cedar Storage 47,Home,storage,Vertex,289.69,172.7,3.7,2023-01-01,wireless|seasonal,0
48,Cedar Decor 48,Home,decor,Aurora,39.55,16.71,4.5,2024-02-16,giftable,0
49,Lumen Kitchen 49,Home,kitchen,Nova,283.6,192.82,4.7,2024-12-15,portable|bestseller|wireless,0
50,Lumen Furniture 50,Home,furniture,Lumen,339.2,187.23,4.5,2023-10-14,budget|premium|recyclable|bulky,0
51,Solis Furniture 51,Home,furniture,Solis,360.03,151.87,3.9,2022-11-01,wireless|seasonal|eco|fragile,0
52,Cedar Storage 52,Home,storage,Vertex,293.01,124.79,4.8,2024-09-28,premium|limited,0
53,Solis Decor 53,Home,decor,Aurora,370.34,159.71,4.8,2025-08-14,recyclable,0
54,Vertex Furniture 54,Home,furniture,Nova,85.72,37.24,3.4,2024-09-16,recyclable|vegan|wireless,0
55,Solis Cleaning 55,Home,cleaning,Nimbus,203.29,85.06,4.2,2024-07-14,vegan|organic|portable|limited,1
56,Solis Decor 56,Home,decor,Vertex,101.76,84.14,4.1,2025-02-01,portable|bestseller|recyclable|bulky,0
57,Harbor Kitchen 57,Home,kitchen,Pine,178.91,138.04,4.0,2024-08-10,budget|bestseller,1
58,Atlas Furniture 58,Home,furniture,Atlas,484.32,209.48,4.0,2023-07-14,bulky|wireless|seasonal,0
59,Harbor Cleaning 59,Home,cleaning,Lumen,155.27,104.21,5.0,2022-06-18,giftable,0
60,Lumen Storage 60,Home,storage,Aurora,204.19,80.85,3.6,2025-01-23,vegan,0
61,Cedar Haircare 61,Beauty,haircare,Cedar,339.59,289.87,3.1,2023-07-17,portable|limited|giftable,0
62,Cedar Haircare 62,Beauty,haircare,Cedar,308.84,173.35,4.0,2024-04-07,vegan|eco,0
63,Pine Wellness 63,Beauty,wellness,Vertex,474.26,221.15,3.8,2026-01-21,recyclable,0
64,Pine Haircare 64,Beauty,haircare,Harbor,299.51,177.63,4.4,2022-06-25,wireless|vegan|organic|fragile,0
65,Atlas Makeup 65,Beauty,makeup,Lumen,132.27,97.57,4.0,2022-03-03,bulky|fragile,0
66,Nimbus Makeup 66,Beauty,makeup,Harbor,505.45,199.91,4.0,2023-11-27,bestseller|recyclable,0
67,Pine Haircare 67,Beauty,haircare,Cedar,49.49,20.35,,2022-03-07,bulky|limited|fragile|portable,0
68,Solis Haircare 68,Beauty,haircare,Solis,271.49,135.78,4.1,2024-02-20,limited|organic,1
69,Harbor Haircare 69,Beauty,haircare,Aurora,42.1,29.5,4.3,2025-08-01,budget|vegan|portable|new,0
70,Aurora Makeup 70,Beauty,makeup,Pine,414.2,177.5,3.5,2025-05-20,giftable,0
71,Lumen Wellness 71,Beauty,wellness,Aurora,507.78,223.98,4.3,2023-02-26,giftable,0
72,Nova Haircare 72,Beauty,haircare,Pine,,95.04,3.6,2024-04-21,budget|wireless|eco,0
73,Pine Wellness 73,Beauty,wellness,Atlas,331.28,220.68,5.0,2023-02-27,new|budget,0
74,Harbor Haircare 74,Beauty,haircare,Vertex,253.32,161.3,3.7,2025-04-18,organic|portable,0
75,Harbor Haircare 75,Beauty,haircare,Aurora,101.89,88.57,4.2,2023-05-21,vegan|new|eco|budget,0
76,Aurora Makeup 76,Beauty,makeup,Cedar,675.16,280.42,4.5,2023-12-12,seasonal|wireless|organic|eco,0
77,Solis Makeup 77,Beauty,makeup,Atlas,493.0,291.42,3.7,2023-01-11,giftable|portable|new|budget,0
78,Cedar Skincare 78,Beauty,skincare,Pine,40.94,23.74,4.1,2025-11-30,premium|new|bulky|budget,0
79,Nova Haircare 79,Beauty,haircare,Aurora,87.85,40.48,4.4,2023-10-30,bulky|fragile|vegan|premium,0
80,Nimbus Wellness 80,Beauty,wellness,Harbor,291.6,115.31,4.0,2025-10-15,giftable|bestseller|new|vegan,0
81,Atlas Wellness 81,Beauty,wellness,Nimbus,,162.6,4.4,2022-10-07,limited|editor_pick|portable|new,0
82,Pine Makeup 82,Beauty,makeup,Lumen,652.15,283.19,4.4,2024-08-22,recyclable|wireless|premium|bulky,0
83,Nimbus Makeup 83,Beauty,makeup,Solis,282.7,123.68,3.7,2024-12-30,giftable|bulky,1
84,Nimbus Wellness 84,Beauty,wellness,Cedar,74.55,42.36,2.9,2023-03-20,budget|limited,0
85,Nimbus Skincare 85,Beauty,skincare,Pine,43.78,20.42,3.9,2022-07-30,seasonal|editor_pick,0
86,Nimbus Wellness 86,Beauty,wellness,Nimbus,145.73,62.46,4.1,2023-05-27,seasonal|eco|organic,0
87,Nimbus Makeup 87,Beauty,makeup,Atlas,302.97,193.24,,2023-01-29,portable|premium,0
88,Vertex Skincare 88,Beauty,skincare,Vertex,266.47,220.5,4.8,2023-11-01,new|fragile,0
89,Pine Makeup 89,Beauty,makeup,Atlas,9.6,7.0,3.7,2023-03-14,portable|seasonal,0
90,Atlas Skincare 90,Beauty,skincare,Nova,,281.16,3.9,2023-03-27,limited|budget|eco,0
91,Lumen Fitness 91,Sports,fitness,Atlas,452.48,262.65,3.6,2022-07-28,editor_pick|eco|premium,0
92,Atlas Running 92,Sports,running,Vertex,209.84,98.42,3.8,2025-11-09,new|organic|giftable,0
93,Solis Yoga 93,Sports,yoga,Harbor,218.31,175.27,3.9,2023-04-22,budget|giftable|eco|organic,1
94,Aurora Fitness 94,Sports,fitness,Cedar,245.71,116.29,3.5,2023-05-14,eco|organic,0
95,Nova Fitness 95,Sports,fitness,Harbor,52.45,42.47,3.7,2023-02-23,bestseller,0
96,Nova Fitness 96,Sports,fitness,Vertex,269.1,229.42,3.9,2022-03-23,seasonal|editor_pick,0
97,Nova Outdoor 97,Sports,outdoor,Nova,220.37,116.94,3.2,2025-09-23,eco|new|bulky,0
98,Nova Running 98,Sports,running,Vertex,534.2,221.35,,2024-10-03,fragile|vegan,0
99,Vertex Fitness 99,Sports,fitness,Lumen,82.87,33.8,4.4,2025-01-29,premium|limited,0
100,Harbor Running 100,Sports,running,Cedar,280.18,167.64,4.2,2024-05-18,budget|portable,0
101,Solis Running 101,Sports,running,Harbor,117.12,64.88,3.6,2024-09-12,organic|bestseller,0
102,Harbor Fitness 102,Sports,fitness,Harbor,231.24,179.18,5.0,2024-06-06,fragile|portable|budget,0
103,Aurora Running 103,Sports,running,Cedar,261.37,190.59,4.3,2026-01-28,eco|fragile|portable|bulky,0
104,Harbor Running 104,Sports,running,Cedar,242.8,204.82,3.2,2022-05-28,fragile|wireless|bestseller,0
105,Vertex Yoga 105,Sports,yoga,Lumen,,68.76,3.6,2026-02-04,recyclable|new,1
106,Nova Yoga 106,Sports,yoga,Atlas,597.54,240.35,3.5,2025-04-19,fragile|seasonal|portable|bulky,0
107,Solis Fitness 107,Sports,fitness,Vertex,203.97,79.29,5.0,2023-06-07,premium|seasonal|recyclable|portable,0
108,Atlas Yoga 108,Sports,yoga,Atlas,304.63,239.09,4.4,2022-03-12,editor_pick|recyclable|eco|limited,0
109,Cedar Yoga 109,Sports,yoga,Solis,287.85,245.98,3.8,2023-06-05,bestseller,0
110,Aurora Running 110,Sports,running,Atlas,229.53,112.7,3.6,2022-06-14,eco|premium,0
111,Cedar Running 111,Sports,running,Pine,51.2,25.55,4.7,2024-02-23,giftable|bulky|portable|bestseller,0
112,Nova Yoga 112,Sports,yoga,Vertex,423.07,223.95,3.2,2024-03-26,budget|premium|limited|organic,0
113,Harbor Yoga 113,Sports,yoga,Nimbus,266.76,103.99,3.4,2024-05-05,giftable,0
114,Nova Outdoor 114,Sports,outdoor,Vertex,204.58,102.17,4.0,2023-01-08,bulky|budget|seasonal,0
115,Vertex Fitness 115,Sports,fitness,Lumen,50.99,26.98,4.7,2024-04-17,portable|budget|new|eco,1
116,Aurora Outdoor 116,Sports,outdoor,Cedar,262.47,209.5,4.4,2022-05-12,giftable,0
117,Harbor Yoga 117,Sports,yoga,Harbor,390.24,187.22,3.8,2022-05-06,wireless,0
118,Aurora Yoga 118,Sports,yoga,Lumen,571.92,249.42,,2025-05-19,premium,0
119,Atlas Yoga 119,Sports,yoga,Nova,312.86,214.06,3.8,2023-10-08,recyclable|fragile|giftable|organic,0
120,Nimbus Running 120,Sports,running,Nova,285.44,155.02,3.6,2022-01-07,fragile|portable|organic,0
121,Pine Monitor 121,Office,monitor,Cedar,27.59,13.61,3.3,2023-05-25,bestseller|eco|organic|premium,0
122,Lumen Chair 122,Office,chair,Nimbus,539.29,225.29,3.7,2023-10-22,recyclable|vegan|portable|limited,0
123,Nova Stationery 123,Office,stationery,Harbor,94.2,43.62,4.0,2025-06-08,premium|fragile|editor_pick,0
124,Aurora Stationery 124,Office,stationery,Atlas,331.11,248.47,3.4,2022-10-21,bulky|seasonal|wireless,1
125,Aurora Stationery 125,Office,stationery,Cedar,474.06,259.95,4.4,2024-08-14,recyclable|fragile,0
126,Lumen Desk 126,Office,desk,Lumen,303.07,132.38,4.8,2025-09-13,new|wireless|limited|vegan,0
127,Nimbus Stationery 127,Office,stationery,Vertex,524.25,282.58,4.8,2024-02-25,bulky,0
128,Harbor Chair 128,Office,chair,Aurora,237.8,168.57,4.0,2025-07-21,vegan|limited,0
129,Lumen Monitor 129,Office,monitor,Solis,651.43,290.58,5.0,2025-08-11,limited,0
130,Pine Chair 130,Office,chair,Atlas,46.62,19.54,3.9,2022-08-25,fragile|limited|seasonal|recyclable,0
131,Aurora Chair 131,Office,chair,Nova,101.77,63.21,4.2,2022-08-26,new,0
132,Solis Chair 132,Office,chair,Nimbus,120.54,51.77,3.2,2023-01-24,limited|portable,0
133,Vertex Monitor 133,Office,monitor,Pine,133.48,73.85,4.9,2022-08-07,limited|fragile|giftable|seasonal,0
134,Nova Monitor 134,Office,monitor,Vertex,487.11,238.01,4.2,2023-03-25,seasonal,0
135,Nimbus Monitor 135,Office,monitor,Solis,91.18,51.12,4.8,2025-11-11,bestseller|organic|recyclable|budget,0
136,Lumen Stationery 136,Office,stationery,Harbor,167.01,119.5,3.8,2022-05-01,recyclable|limited|bulky,0
137,Lumen Chair 137,Office,chair,Nimbus,308.29,174.77,3.5,2024-09-25,portable|bulky,0
138,Atlas Monitor 138,Office,monitor,Nova,390.91,256.5,4.1,2023-12-15,giftable|eco|vegan,0
139,Cedar Monitor 139,Office,monitor,Lumen,478.17,292.78,3.7,2022-07-19,budget|vegan|editor_pick|bestseller,0
140,Cedar Desk 140,Office,desk,Harbor,79.89,31.44,4.2,2024-06-23,premium|bulky|editor_pick,0
141,Lumen Monitor 141,Office,monitor,Nimbus,515.62,237.51,3.5,2022-07-28,bestseller|new|seasonal,0
142,Nimbus Desk 142,Office,desk,Aurora,538.23,287.27,5.0,2022-04-18,bulky|limited|recyclable|budget,1
143,Atlas Stationery 143,Office,stationery,Lumen,341.88,177.08,3.4,2024-09-27,bulky|budget|limited,0
144,Aurora Chair 144,Office,chair,Harbor,144.02,76.24,4.0,2023-07-18,fragile|recyclable,0
145,Aurora Monitor 145,Office,monitor,Aurora,353.13,137.3,3.8,2024-11-09,eco|premium|seasonal,0
146,Cedar Desk 146,Office,desk,Aurora,43.55,19.15,3.1,2024-09-18,recyclable,0
147,Aurora Monitor 147,Office,monitor,Pine,313.67,229.41,3.3,2022-02-10,bestseller|premium|giftable,0
148,Pine Monitor 148,Office,monitor,Aurora,11.25,8.4,4.3,2025-09-10,budget|vegan|bulky|organic,0
149,Pine Stationery 149,Office,stationery,Harbor,101.84,39.48,3.7,2022-09-21,giftable|eco,0
150,Cedar Desk 150,Office,desk,Nimbus,221.69,178.37,3.9,2023-09-04,budget|vegan,0
151,Nimbus Snacks 151,Food,snacks,Lumen,435.21,288.64,3.9,2024-11-29,bulky|limited,0
152,Nova Snacks 152,Food,snacks,Pine,195.95,127.11,4.1,2025-05-26,bestseller|organic|wireless|editor_pick,0
153,Lumen Tea 153,Food,tea,Nimbus,347.09,197.94,4.4,2023-03-17,premium,0
154,Vertex Tea 154,Food,tea,Solis,341.06,258.31,3.6,2023-06-18,editor_pick|bestseller,0
155,Aurora Supplements 155,Food,supplements,Cedar,268.21,203.69,3.8,2022-10-21,fragile|wireless,1
156,Lumen Tea 156,Food,tea,Nova,97.4,46.78,5.0,2024-11-13,vegan,0
157,Atlas Tea 157,Food,tea,Nimbus,467.79,287.26,4.5,2023-07-08,bestseller|giftable|fragile|portable,1
158,Aurora Coffee 158,Food,coffee,Nova,141.85,79.54,3.8,2023-11-15,bulky,0
159,Nimbus Snacks 159,Food,snacks,Aurora,107.84,92.0,3.7,2024-02-15,wireless|bestseller,0
160,Pine Coffee 160,Food,coffee,Cedar,134.05,55.48,3.6,2022-07-15,giftable,0
161,Nimbus Snacks 161,Food,snacks,Vertex,63.05,30.13,4.3,2023-01-06,vegan|organic|premium,0
162,Nimbus Snacks 162,Food,snacks,Pine,194.98,78.14,4.2,2022-10-20,recyclable|organic|budget|bestseller,1
163,Nova Supplements 163,Food,supplements,Lumen,491.79,217.57,4.1,2024-07-26,premium|seasonal|editor_pick,0
164,Cedar Tea 164,Food,tea,Cedar,135.92,58.46,3.7,2026-01-11,editor_pick|fragile|wireless|vegan,0
165,Nova Tea 165,Food,tea,Aurora,359.69,143.25,4.1,2023-05-07,budget|bestseller|portable,0
166,Cedar Coffee 166,Food,coffee,Pine,173.46,98.25,4.2,2022-01-22,premium|recyclable,0
167,Pine Supplements 167,Food,supplements,Pine,224.72,87.79,4.3,2025-06-16,recyclable|wireless,0
168,Pine Tea 168,Food,tea,Nova,448.22,180.87,3.7,2024-12-17,bulky,0
169,Lumen Coffee 169,Food,coffee,Vertex,125.13,59.73,4.6,2024-11-18,giftable|limited|fragile|vegan,0
170,Harbor Snacks 170,Food,snacks,Atlas,201.36,79.4,4.7,2023-11-24,bulky,1
171,Cedar Tea 171,Food,tea,Harbor,332.56,139.91,3.0,2025-07-16,organic,0
172,Pine Supplements 172,Food,supplements,Nimbus,252.33,130.79,3.4,2024-09-26,organic|seasonal,0
173,Nova Coffee 173,Food,coffee,Cedar,310.51,136.01,,2026-01-19,eco|organic|wireless,0
174,Harbor Tea 174,Food,tea,Lumen,474.93,192.37,4.1,2022-11-11,editor_pick|eco|premium|portable,0
175,Nimbus Supplements 175,Food,supplements,Vertex,266.74,164.69,3.9,2024-08-21,recyclable,0
176,Vertex Supplements 176,Food,supplements,Pine,488.99,266.83,4.2,2024-06-17,organic|giftable|portable,0
177,Atlas Supplements 177,Food,supplements,Nimbus,510.15,242.26,4.6,2023-02-11,bestseller|giftable,0
178,Vertex Coffee 178,Food,coffee,Atlas,362.25,156.52,3.4,2022-03-06,organic|eco,0
179,Cedar Tea 179,Food,tea,Aurora,352.29,274.8,3.3,2025-10-28,recyclable|limited,0
180,Atlas Tea 180,Food,tea,Vertex,220.55,126.89,3.9,2022-02-13,fragile|vegan|editor_pick,0
